Package Name;Review Text
br.gov.dataprev.sinefacil;Ótimo trabalho
br.gov.dataprev.sinefacil;Bom mais prático cai vagas de acordo com o perfil .
br.gov.dataprev.sinefacil;Obrigado
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Esse aplicativo nao mostra vaga nenhuma, coloquei ate como GARI mais nao mostra vaga nenhuma. Muito pessimo esse aplicativo
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;👍👍👍
br.gov.dataprev.sinefacil;Acho impressionante, a vaga é preenchida e continuam anunciando, no rádio na TV na internet, e quando ligamos para o Sine não sabem dizer nada. Absurdo de desorganização.
br.gov.dataprev.sinefacil;"Aparece as vagas disponíveis e as datas para agendamento de entrevista,quando vou confirmar a entrevista aparece : ""Não foi possível agendar a entrevista,para mais informações, procure um posto de atendimento do SINE próximo a sua residência ou ligue para o 158 . Eu liguei no 158 ,a atendente me disse que não tem esse tipo de informação no sistema e que eu deveria procurar um SINE . Se eu tenho que procurar um SINE qual a utilidade do app pra mim ? Já que eu instalei para procurar emprego?"
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bom tinha dado so uma estrela como agora melhorou muito toma quatro estrela e se eu arruma um emprego vo da 5 e vo pedir pra todos dos meus 4 mil contato baixar o app
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Ótimo amei.
br.gov.dataprev.sinefacil;Ótimo
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Mto proveitoso e rápido
br.gov.dataprev.sinefacil;Ótimo tem muitas utilidade
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;Show de bola
br.gov.dataprev.sinefacil;Tá fraco de Vagas dê uma olhada no ined falem com os criadores melhorem esse do SINE
br.gov.dataprev.sinefacil;Parabéns aos desenvolvedores desse App ótimo e completo.
br.gov.dataprev.sinefacil;Tenho que fazer cadastro nesse cidadão br mas quando tento carrega e dá erro. Mais de uma hora nisso.
br.gov.dataprev.sinefacil;Muito bom rápido e fácil de usar já arrumei um emprego gostei muito
br.gov.dataprev.sinefacil;Vai no cat que funciona
br.gov.dataprev.sinefacil;Quando no mínimo eu conseguir fazer a autenticação eu dou mais estrelas! Aff 😪
br.gov.dataprev.sinefacil;Desde que me cadastrei nunca consegui ver vagas de emprego , por mais que tenhamos experiência não mostra nada. Não adianta muda as profissões por que não munda nada. Fico 24 hora tentando ..
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Até agora não consegui fazer o cadastro pelo cidadão.br sempre aparece a mensagem de erro, desculpe a demora, tente novamente mais tarde, só aparece isso
br.gov.dataprev.sinefacil;"Vc entra no site do sine tem vaga pra vc, mas quando vc entra no app n mostra nenhuma vaga para o seu ""perfil"". Ridículo, ou vcs resolvem ou Tirão esse app do ar já q ele n funciona."
br.gov.dataprev.sinefacil;A ideia e boa porem a cada 3 empresa que me candidato preciso ir ao sine pra limpar, deveria mostrar nome da empresa antes de se candidatar
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Infelizmente ele trava na hora do login ... eu já tentei usalo outras vezes mas não teve resultado algum
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Ótimo
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Até é o momento está sendo útil tenho entrevistas agendadas
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Esta aparecendo bastante vagas para mim,só que quando coloco quero essa vaga não vai! não aparece endereço mas, porque será ? no começo tava indo muito bem 3 vagas apareceu e coloquei quero essa vaga só que vir que era muito longe .então não fui .. só que agora não estou conseguindo mas ver os endereco nem marca mas. Aparece não foi possível realiza o agendamento para entrevista
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;Muito bom!
br.gov.dataprev.sinefacil;Não estou conseguindo marca a entrevista pelo aplicativo. Uma dúvida só posso ver a vaga uma vez pq ela sumiu depois que voltei da página de uma olhada com atenção no app. Pois não estou conseguindo marca entrevista
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Não é sempre que aparece vagas, mas quando aparece oportunidade boa
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Ótimo, obrigado por lançar o App
br.gov.dataprev.sinefacil;Esse aplicativo foi criado pra tentar diminuir a busca de emprego no sine? Aplicativo criado pra enganar, e pra deixa o pessoal que trabalha no sine de bundas pro ar isso sim, tenho varios conhecido de diversar areas nunca apareceu na nada no app, lixo lixo lixo
br.gov.dataprev.sinefacil;Essa última atualização ficou péssimo pois não vejamos antes onde fica o endereço da entrevista antes de confirmar corrija isso
br.gov.dataprev.sinefacil;Nada
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Esse app ja foi bom, agora nem a leitura do QR code faz, só fica sem foco e não é problema ni celular pq outros apps de leitura funcionam perfeitamente.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Gostei do app
br.gov.dataprev.sinefacil;Muito prático
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Sene bom kkkk Muito legal e prático
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Precisa melhorar um pouco. É um aplicativo que pode vir a ajudar um pouco mais
br.gov.dataprev.sinefacil;Pede nova senha e quando escrevi não da certo
br.gov.dataprev.sinefacil;Ótimo
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bom pra mim ele funcionou perfeitamente
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;"Esse app é uma bosta. Aparecem vagas que já tiveram o processo seletivo concluído. Apareceu vaga para PCD pra mim e nem tá marcado no meu cadastro essa opção. Os adm deviam ter mais atenção nesse app pois ele seria uma excelente ferramenta para quem está desempregado e, conseguentemente, não podem pagar passagens todos os dias pra ir pessoalmente ao SINE/IDT. 1° Não identifica se tem como sabermos se a vaga exige preferencia do sexo(Masculino/Feminino) do/a candidato(a). Eu cliquei em uma vaga e quando abriu estava lá ""vaga para o sexo feminino""; 2° Já enviaram uma vaga que já havia terminado seu processo seletivo. Cliquei na vaga e não consegui enviar o e-mail que vinha informando na carta. Fui ao SINE/IDT e eles informaram que foi um erro no sistema e que o processo já teria sido concluído. 3° Me enviaram vaga para Digitador. Recebi a carta por e-mail e tava lá: "" COMPARECER COM CARTA SINE/IDT, CURRÍCULO E XEROX DA HOMOLOGAÇÃO"". Não tem no meu cadastro como PCD. Esses foram alguns dos transtornos que já passei pelo app Sine Fácil. Lembrando que pelo app, quanto no próprio Sine/IDT, 3 cartas de encaminhamento. Então, creio que isso deva, e rápido, ser resolvido. Ao meu ver ir pessoalmente ao Sine/IDT pessoalmente ainda é a opção."
br.gov.dataprev.sinefacil;Acho vagas para minha região mais as oportunidades são poucas
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bom mesmo
br.gov.dataprev.sinefacil;Otimo uma mao na roda!
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom.
br.gov.dataprev.sinefacil;Aplicativo muito bom!
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Ineficiente!. Na agencia tem vagas e consigo encaminhamento, no aplicativo simplesmente não tem vaga para nenhum tipo de profissão. Não aceito como resposta que ele vincula vagas pelo perfil. Já alterei meu cadastro de diversas formas e inúmeras profissões. Meu Curriculum é muito bom. E nenhuma vaga
br.gov.dataprev.sinefacil;Excelente, muito. Bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;App ótimo
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;O cidadãobr simplesmente não finaliza o meu cadastro, pede desculpas e diz pra tentar mais tarde... Resumindo, é uma perca de tempo tentar fazer o cadastro nesse app.. Invés de ajudar está atrapalhando, pois o tempo q perdir aqui eu poderia estar enviando currículo por e-mail ...
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Super bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Simplesmente não consigo terminar o cadastro pois por mais rápido que digite diz que a sessão expirou, já tentei pelo site do Emprega Brasil e lá também não consigo diz a seguinte mensagem FALHA AO PROCESSAR A AÇÃO, desistir acredito que deve ter alguma divergência em meu cadastro só que não diz.
br.gov.dataprev.sinefacil;Péssimo
br.gov.dataprev.sinefacil;Redireciona para a página cidadão.br, faço todo cadastro, gera a senha inicial e ao tentar acessar fala q não é possível me autenticar
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Quando vc tenta adicionar novos objetivos profissionais não aceita, mas excluir vc consegue. Péssimo!
br.gov.dataprev.sinefacil;Não funciona nada, já faz dias que tô tentando atualizar meu cadastro e só é quando vou confirmar aparece que minha sessão foi expirada. Não presta pra nada esse aplicativo!!!
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Nao consigo entrar com o cidadao.br , toda vez que coloco as credenciais pede pra eu mudar a senha e fica num ciclo infinito de mudar a senha e nunca loga.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Ótimo aplicativo.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bom
br.gov.dataprev.sinefacil;Antes eu ainda entrava com o QR core e com o cartão cidadão agora só fica dando dados incompleto.. nem o QR core pega..
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Adorei
br.gov.dataprev.sinefacil;Satisfatório
br.gov.dataprev.sinefacil;Não está funcionando certinho. Não consigo pesquisa Vargas
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom no primeiro dia de instalado fui enviado para uma empresa , é bom Quem for utilizar ficar atualizando seu currículo e pretensão profissional
br.gov.dataprev.sinefacil;"Só aparece empregos antigos. ""Vaga disponível á 300 dias"". E eu entro todo dia"
br.gov.dataprev.sinefacil;faço o login e autorizo e nao da acesso ao aplicativo fica na pagina inicial...
br.gov.dataprev.sinefacil;Muito bom mais poucas vagas
br.gov.dataprev.sinefacil;Já está sem prestar de novo app uma bosta não consigo entrar coloquei meu CPF autorizo é reiniciar o aplicativo de novo não presta app eu não recomendo baixar
br.gov.dataprev.sinefacil;Podia aparecer mais vagas...
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;gostei
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;Nunca mostra as vagas disponíveis aqui na minha cidade. Embora eu tenha perfil. Toda vez tenho que ir em uma agência do SINE para agendar entrevista.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom gostei ficou mais pratico acessível muito bom amei
br.gov.dataprev.sinefacil;Muito bom e evita você pegar filas enormes, obg
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Gostei muito do aplicativo, o Sine ta de parabéns. Agora só uma duvida eu agendei uma entrevista preciso ir no sine ainda ou imprimir a carta q enviaram para mim e pra entrevista ??
br.gov.dataprev.sinefacil;Não consigo nem me cadastrar toda vez que respondo as perguntas da erro fala que não batem as respostas arrumem isso
br.gov.dataprev.sinefacil;Bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Funciona corretamente.
br.gov.dataprev.sinefacil;muito pratico e rápido✌✌✌✌👍👍👍
br.gov.dataprev.sinefacil;Não é possível fazer o download. Código de erro 924 E ta fechando meu app timdeezer Mais os comentários, ja vejo que esse app não é boa coisa. Consegui fazer o download... Vamos ver... Minhas conclusão é que esse mundo tá perdido e eu espero pelo Anarquismo se instalar. É por demais difícil encontrar empregos, pq existe uma dificuldade terrível. Se eu procuro emprego, meu objetivo profissional é não me tornar um mendingo, mas aí, ao tentar buscar por trabalho, tem essa dificuldade de até 6 objetivos... Seria muito mais inteligente disponibilizar TODOS os trabalhos em que minha escolaridade de ensino médio completo possibilita. O estado é ridículo vai se fodė. Vale frisar que de facil é só o nome, ja que, tem VARIOS E VARIOS objetivos com funções IDENTICAS, pelo menos é o cado de telemarketing.
br.gov.dataprev.sinefacil;"Estou com problema, no cadastro do cidadão.br diz "" o CPF informado não foi localizado. Verifique cadastro junto a previdência social"", qual seria o motivo?? Do erro"
br.gov.dataprev.sinefacil;Ótimo pode baixar
br.gov.dataprev.sinefacil;Útil
br.gov.dataprev.sinefacil;muito útil
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Não baixem por que não presta beixei de novo mas não teve melhora nenhuma é um lixo
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Ótimo vai fica fácil obrigado
br.gov.dataprev.sinefacil;Muito bom sempre atende ao que procuro
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Facilita muito
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;App de fácil entendimento.
br.gov.dataprev.sinefacil;Péssimo. Diz que nenhuma vaga encontrada para meu perfil profissional...
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;O qr code não lê, ja fiz de tudo mas nao concigo entrar no app
br.gov.dataprev.sinefacil;gostei desse aplicativo
br.gov.dataprev.sinefacil;Ótimo app ajuda muito ao trabalhador.
br.gov.dataprev.sinefacil;Há dias tento me cadastrar e sempre está dando erro.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Nunca tem vaga disponível, deveria aparecer todas as vagas disponíveis,Péssimo Aplicativo.
br.gov.dataprev.sinefacil;Não consigo atualizar o cadastro, manda atualizar, quando clico em atualizar chega a msg que a sessão expirou
br.gov.dataprev.sinefacil;Está sendo útil...
br.gov.dataprev.sinefacil;Pra muito funcional e prático
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muitas poucas vagas e poucos objetivos profissionais
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Primeira utilização espero quê de certo.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Não gostei muito pq não da pra muda os meus dados pelo próprio app, tenho que entrar no cidadão.BR mas sempre quando tento entra pelo site, fica sempre dando o mesmo erro.
br.gov.dataprev.sinefacil;Muito bom, espero alcançar meus objetivos
br.gov.dataprev.sinefacil;Muito bom esse aplicativo
br.gov.dataprev.sinefacil;Como pode nunca aparece vaga de nada no aplicativo e quando você vai até o PAT aparece isso deve ser sacanagem com o civil porque não mostra absolutamente nada já faz um mês que atualizo ou deixo completo com minhas referências curriculares é nadaaaaaaaaaa.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;As vagas que aparecem pra mim são de outras cidades e estados. Nada a ver com lugar onde moro.
br.gov.dataprev.sinefacil;Poderíamos poder editar nossos dados
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom.
br.gov.dataprev.sinefacil;Muito bom gostei
br.gov.dataprev.sinefacil;Eu gostei muito, pois as vagas que são dirigidas a mim são o meu perfil, muito bom mesmo
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;E meio chatinho de mexer , mas já consegui 2 entrevistas por ele ..
br.gov.dataprev.sinefacil;Bem útil
br.gov.dataprev.sinefacil;O aplicativo é muito bom, só não tem entrevistas sempre.
br.gov.dataprev.sinefacil;Seria otimo se nao tivesse que ir ate o posto de atendimento . Deveria facilitar, mas so complica . A ideia e boa , mas tem muito a melhorar.
br.gov.dataprev.sinefacil;Gostei do aplicativo, pois ajuda, mais tem vezes que esta ruim, outra coisa fui no Sim do comercio e Eu e Minha Amiga agente viu um funcionario saindo com umas 3 cartas nas maos, ou seja ele deve ter separado para alguem que ele conhece isso e um absurdo com as pessoas que acorda cedo para ir pega senha e tentar uma carta de encaminhamento, vamos ver isso ne que esta errado. Grata carol
br.gov.dataprev.sinefacil;Ok
br.gov.dataprev.sinefacil;Ineficiência...
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Preencho todos os campos mais na hora de cadastrar da falha,vcs deveria simplificar mais um pouco né? Niguem merecem
br.gov.dataprev.sinefacil;Aplicativo Legal
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Extraordinária
br.gov.dataprev.sinefacil;Lili
br.gov.dataprev.sinefacil;Excelente, oferece a comodidade de consultar as vagas pelo aplicativo, gostei muito. Mas poderia melhorar colocando o nome da empresa e a área que atua. Para que não selecione uma área que você não tem experiência. Foi o meu caso.
br.gov.dataprev.sinefacil;Já estou a horas tentando me cadastrar e não sai da primeira etapa só dá erro. Por favor me ajudem
br.gov.dataprev.sinefacil;Nunca envia vagas e quando envia é fora da minha cidade
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Sempre diz que não tem vaga. To à meses analisando e continua a mesma coisa. Só enganação
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;O Aplicativo é muito prático e muito bom.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Legal... precisa de mais tempo para saber se funciona MESMO
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bom app
br.gov.dataprev.sinefacil;Não consigo cadastrar usando o QR Code ... Simplesmente o app não lê o código ...
br.gov.dataprev.sinefacil;Não funciona , nunca aparece vaga nenhuma. Horrível ...nem sei pq esse app existe , se não funciona nem deveria estar aqui -_- .
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;Para o que eu precisei até então esta sendo bom,até conseguir fazer uma modificação pelo aplicativo.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Não tem como recuperar senha . Deixa muito a desejar além de ser de difícil acesso
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom,
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Não serve pra nada, melhor nem ter feito um app assim.... Todo bugado e não me vem com respostas iguais as abaixo
br.gov.dataprev.sinefacil;Não sei o q acontece mas não consigo passar da mudança de senha aff
br.gov.dataprev.sinefacil;Nem ao menos consigo fazer o meu cadastro no App, pôs informo meus dados corretamente e uma mensagem informa que deu erro no processo de informação!
br.gov.dataprev.sinefacil;Que lixo de app e esse que você baixa o App pra usa no navegador e todo complicado pede long pra tudo
br.gov.dataprev.sinefacil;Deveria ser atualizada as vagas ao mesmo tempo que chegam no sine. E tem hora que nao funciona bem.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;Gostei muito do aplicativo. Minha sugestão é que a consulta de vagas também tenha a opção aberta para ver todas as vagas disponíveis no município inscrito. Assim a pessoa escolhe de acordo com seu interesse e experiência. Apenss 6 opções é pouco.
br.gov.dataprev.sinefacil;É bom... Até agora me rendeu uma entrevista
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;O aplicativo é bom só falta serviço mesmo
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;O app e a plataforma cidadão Br não se comunica, vou confirmar e diz que deu falha não identificada e nas agências do SINE ninguém sabe, atualizam lá mas não aparece vaga nenhum , embora esteja tudo preenchido. Deixa a desejar essa facilidade...
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;Usei uma vez e foi horrível, nunca tinha vagas e quando eu fui distribuir currículo nos RHs, pra minha surpresa no SINE estavam pegando para algumas empresas como Samsung, sem experiência. Ficharam uma prima minha que não tinha nada de curso e nem experiência de trabalho. ELA VEIO DO INTERIOR e já está trabalhando!!! Enquanto tive que ficar dias tentando e não tinha vaga para o meu perfil, pois precisava de experiência. Isso é um absurdo! Vocês deviam dar preferência pra quem já dormiu na fila pra conseguir uma ficha ou o código do candidato e não pra quem acabou de chegar, ela foi buscar a carteira de trabalho e já saiu empregada, pois estavam pegando quem estava presente? Que porcaria é essa?
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bem prático.
br.gov.dataprev.sinefacil;Gostei. Só tem que ter mais vaga.
br.gov.dataprev.sinefacil;Muito bom dirreto no assunto
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;Muito bom
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Deveria apagar as entrevistas com o tempo pois com 3 temos que deslocar até um posto para pegar a carta.
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Bom até o momento.
br.gov.dataprev.sinefacil;Excelente!!!!
br.gov.dataprev.sinefacil;Excelente
br.gov.dataprev.sinefacil;Muito ruim . não vale a pena.So aparece as mesmas vagas . horrível
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Gostei é útil
br.gov.dataprev.sinefacil;Detestei
br.gov.dataprev.sinefacil;Otimo app perfeito
br.gov.dataprev.sinefacil;Não dei 5 estrelas pq trava muito
br.gov.dataprev.sinefacil;E só pra constar meu aparelho eh j5 prime com Android 6.1.1 Quad core entao nao eh o aparelho
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Demora muito pra aparecer vagas e quando aparece já esta quase encerrando as entevistas
br.gov.dataprev.sinefacil;Estou achando muito válido o aplicativo pois evita da gente ter que ficar um dia inteiro nas agências físicas para ver as vagas
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Nao dá pra editar! Esse app é horrivel!!
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Ótimo app
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;
br.gov.dataprev.sinefacil;Mim ajudou muito
